jobNumber,StartTime,EndTime,JobLength,ElapsedTime
559,1/1/2020 12:00:00 AM,1/1/2020 3:06:06 AM,10097,11166,1553
671,1/1/2020 12:00:00 AM,1/1/2020 3:06:23 AM,10184,11183,2041
329,1/1/2020 12:00:00 AM,1/1/2020 3:06:46 AM,10353,11206,809
88,1/1/2020 12:00:00 AM,1/1/2020 3:07:13 AM,10541,11233,206
307,1/1/2020 12:00:00 AM,1/1/2020 3:07:37 AM,10627,11257,748
171,1/1/2020 12:00:00 AM,1/1/2020 3:07:58 AM,10561,11278,402
121,1/1/2020 12:00:00 AM,1/1/2020 3:08:37 AM,10324,11317,279
530,1/1/2020 12:00:00 AM,1/1/2020 3:10:11 AM,10213,11411,1444
556,1/1/2020 12:00:00 AM,1/1/2020 3:10:50 AM,10679,11450,1540
668,1/1/2020 12:00:00 AM,1/1/2020 3:11:38 AM,9654,11498,2021
195,1/1/2020 12:00:00 AM,1/1/2020 3:11:42 AM,10189,11502,463
473,1/1/2020 12:00:00 AM,1/1/2020 3:11:43 AM,10352,11503,1244
637,1/1/2020 12:00:00 AM,1/1/2020 3:12:16 AM,10584,11536,1868
272,1/1/2020 12:00:00 AM,1/1/2020 3:13:01 AM,9867,11581,658
605,1/1/2020 12:00:00 AM,1/1/2020 3:13:27 AM,10876,11607,1747
579,1/1/2020 12:00:00 AM,1/1/2020 3:13:54 AM,10917,11634,1640
456,1/1/2020 12:00:00 AM,1/1/2020 3:14:43 AM,10882,11683,1191
96,1/1/2020 12:00:00 AM,1/1/2020 3:15:46 AM,10084,11746,224
188,1/1/2020 12:00:00 AM,1/1/2020 3:16:40 AM,9966,11800,441
645,1/1/2020 12:00:00 AM,1/1/2020 3:17:57 AM,10708,11877,1907
477,1/1/2020 12:00:00 AM,1/1/2020 3:18:27 AM,10384,11907,1255
324,1/1/2020 12:00:00 AM,1/1/2020 3:19:04 AM,10712,11944,793
347,1/1/2020 12:00:00 AM,1/1/2020 3:19:34 AM,11300,11974,863
602,1/1/2020 12:00:00 AM,1/1/2020 3:19:41 AM,10212,11981,1735
255,1/1/2020 12:00:00 AM,1/1/2020 3:20:29 AM,11468,12029,610
465,1/1/2020 12:00:00 AM,1/1/2020 3:20:44 AM,11261,12044,1220
733,1/1/2020 12:00:00 AM,1/1/2020 3:21:14 AM,11353,12074,2425
147,1/1/2020 12:00:00 AM,1/1/2020 3:21:41 AM,10212,12101,346
638,1/1/2020 12:00:00 AM,1/1/2020 3:22:10 AM,10933,12130,1873
460,1/1/2020 12:00:00 AM,1/1/2020 3:22:14 AM,11330,12134,1200
157,1/1/2020 12:00:00 AM,1/1/2020 3:22:16 AM,10814,12136,371
143,1/1/2020 12:00:00 AM,1/1/2020 3:24:07 AM,11091,12247,337
409,1/1/2020 12:00:00 AM,1/1/2020 3:24:30 AM,11074,12270,1040
525,1/1/2020 12:00:00 AM,1/1/2020 3:24:36 AM,11061,12276,1432
682,1/1/2020 12:00:00 AM,1/1/2020 3:24:46 AM,10823,12286,2104
120,1/1/2020 12:00:00 AM,1/1/2020 3:25:06 AM,11843,12306,276
485,1/1/2020 12:00:00 AM,1/1/2020 3:25:20 AM,11230,12320,1286
550,1/1/2020 12:00:00 AM,1/1/2020 3:25:22 AM,10687,12322,1519
625,1/1/2020 12:00:00 AM,1/1/2020 3:25:36 AM,11164,12336,1815
680,1/1/2020 12:00:00 AM,1/1/2020 3:25:37 AM,11845,12337,2084
392,1/1/2020 12:00:00 AM,1/1/2020 3:25:46 AM,11358,12346,988
55,1/1/2020 12:00:00 AM,1/1/2020 3:26:25 AM,10209,12385,128
694,1/1/2020 12:00:00 AM,1/1/2020 3:27:33 AM,11634,12453,2160
534,1/1/2020 12:00:00 AM,1/1/2020 3:27:34 AM,10893,12454,1458
858,1/1/2020 1:30:34 AM,1/1/2020 3:27:38 AM,5850,7024,695
738,1/1/2020 12:00:00 AM,1/1/2020 3:28:21 AM,10279,12501,2469
69,1/1/2020 12:00:00 AM,1/1/2020 3:28:28 AM,10683,12508,162
87,1/1/2020 12:00:00 AM,1/1/2020 3:28:42 AM,11441,12522,204
523,1/1/2020 12:00:00 AM,1/1/2020 3:29:22 AM,11411,12562,1418
288,1/1/2020 12:00:00 AM,1/1/2020 3:29:45 AM,11619,12585,700
688,1/1/2020 12:00:00 AM,1/1/2020 3:29:45 AM,11142,12585,2129
356,1/1/2020 12:00:00 AM,1/1/2020 3:29:47 AM,11197,12587,894
751,1/1/2020 1:04:23 AM,1/1/2020 3:30:07 AM,7225,8744,299
361,1/1/2020 12:00:00 AM,1/1/2020 3:30:22 AM,10952,12622,905
300,1/1/2020 12:00:00 AM,1/1/2020 3:30:38 AM,11993,12638,730
261,1/1/2020 12:00:00 AM,1/1/2020 3:30:59 AM,11045,12659,627
236,1/1/2020 12:00:00 AM,1/1/2020 3:31:44 AM,11108,12704,563
238,1/1/2020 12:00:00 AM,1/1/2020 3:31:49 AM,10595,12709,568
464,1/1/2020 12:00:00 AM,1/1/2020 3:32:14 AM,11790,12734,1213
647,1/1/2020 12:00:00 AM,1/1/2020 3:32:44 AM,10357,12764,1922
368,1/1/2020 12:00:00 AM,1/1/2020 3:33:04 AM,10988,12784,922
514,1/1/2020 12:00:00 AM,1/1/2020 3:33:20 AM,11872,12800,1386
793,1/1/2020 1:14:23 AM,1/1/2020 3:34:22 AM,6941,8399,771
38,1/1/2020 12:00:00 AM,1/1/2020 3:35:05 AM,11400,12905,89
772,1/1/2020 1:08:50 AM,1/1/2020 3:35:23 AM,7846,8793,1175
98,1/1/2020 12:00:00 AM,1/1/2020 3:36:52 AM,12363,13012,228
219,1/1/2020 12:00:00 AM,1/1/2020 3:37:29 AM,11312,13049,522
709,1/1/2020 12:00:00 AM,1/1/2020 3:37:35 AM,11408,13055,2245
189,1/1/2020 12:00:00 AM,1/1/2020 3:37:52 AM,11930,13072,443
198,1/1/2020 12:00:00 AM,1/1/2020 3:37:54 AM,10503,13074,472
422,1/1/2020 12:00:00 AM,1/1/2020 3:37:58 AM,10892,13078,1088
225,1/1/2020 12:00:00 AM,1/1/2020 3:38:15 AM,11808,13095,536
536,1/1/2020 12:00:00 AM,1/1/2020 3:38:35 AM,12234,13115,1468
251,1/1/2020 12:00:00 AM,1/1/2020 3:39:17 AM,11641,13157,601
280,1/1/2020 12:00:00 AM,1/1/2020 3:40:59 AM,12155,13259,680
215,1/1/2020 12:00:00 AM,1/1/2020 3:41:35 AM,12302,13295,512
311,1/1/2020 12:00:00 AM,1/1/2020 3:41:36 AM,12665,13296,762
379,1/1/2020 12:00:00 AM,1/1/2020 3:42:02 AM,12049,13322,949
349,1/1/2020 12:00:00 AM,1/1/2020 3:42:31 AM,11433,13351,868
742,1/1/2020 12:00:00 AM,1/1/2020 3:42:54 AM,10871,13374,2506
587,1/1/2020 12:00:00 AM,1/1/2020 3:42:59 AM,11974,13379,1671
268,1/1/2020 12:00:00 AM,1/1/2020 3:43:46 AM,12504,13426,645
759,1/1/2020 1:06:58 AM,1/1/2020 3:43:52 AM,7279,9414,849
705,1/1/2020 12:00:00 AM,1/1/2020 3:44:23 AM,12308,13463,2222
117,1/1/2020 12:00:00 AM,1/1/2020 3:46:06 AM,12086,13566,270
573,1/1/2020 12:00:00 AM,1/1/2020 3:46:06 AM,13032,13566,1615
679,1/1/2020 12:00:00 AM,1/1/2020 3:46:11 AM,12610,13571,2082
553,1/1/2020 12:00:00 AM,1/1/2020 3:46:16 AM,11775,13576,1533
39,1/1/2020 12:00:00 AM,1/1/2020 3:47:02 AM,12648,13622,91
504,1/1/2020 12:00:00 AM,1/1/2020 3:48:45 AM,12007,13725,1343
17,1/1/2020 12:00:00 AM,1/1/2020 3:49:51 AM,13387,13791,40
724,1/1/2020 12:00:00 AM,1/1/2020 3:50:00 AM,12001,13800,2338
305,1/1/2020 12:00:00 AM,1/1/2020 3:50:27 AM,12351,13827,741
375,1/1/2020 12:00:00 AM,1/1/2020 3:50:47 AM,12821,13847,939
481,1/1/2020 12:00:00 AM,1/1/2020 3:51:03 AM,12807,13863,1269
651,1/1/2020 12:00:00 AM,1/1/2020 3:51:18 AM,11195,13878,1937
351,1/1/2020 12:00:00 AM,1/1/2020 3:51:21 AM,12932,13881,874
168,1/1/2020 12:00:00 AM,1/1/2020 3:52:39 AM,13606,13959,396
290,1/1/2020 12:00:00 AM,1/1/2020 3:53:23 AM,7802,14003,704
470,1/1/2020 12:00:00 AM,1/1/2020 3:53:32 AM,12793,14012,1239
407,1/1/2020 12:00:00 AM,1/1/2020 3:54:49 AM,12434,14089,1035
433,1/1/2020 12:00:00 AM,1/1/2020 3:54:55 AM,12294,14095,1120
76,1/1/2020 12:00:00 AM,1/1/2020 3:55:34 AM,13030,14134,176
513,1/1/2020 12:00:00 AM,1/1/2020 3:55:43 AM,12473,14143,1382
434,1/1/2020 12:00:00 AM,1/1/2020 3:56:02 AM,12952,14162,1124
158,1/1/2020 12:00:00 AM,1/1/2020 3:56:16 AM,13125,14176,374
359,1/1/2020 12:00:00 AM,1/1/2020 3:56:48 AM,12901,14208,901
115,1/1/2020 12:00:00 AM,1/1/2020 3:57:06 AM,12992,14226,266
244,1/1/2020 12:00:00 AM,1/1/2020 3:57:20 AM,12050,14240,580
496,1/1/2020 12:00:00 AM,1/1/2020 3:57:31 AM,13313,14251,1322
610,1/1/2020 12:00:00 AM,1/1/2020 3:57:48 AM,13717,14268,1763
641,1/1/2020 12:00:00 AM,1/1/2020 3:57:57 AM,12139,14277,1889
575,1/1/2020 12:00:00 AM,1/1/2020 3:58:18 AM,13019,14298,1620
614,1/1/2020 12:00:00 AM,1/1/2020 3:58:42 AM,13515,14322,1777
316,1/1/2020 12:00:00 AM,1/1/2020 3:59:08 AM,13280,14348,773
150,1/1/2020 12:00:00 AM,1/1/2020 3:59:48 AM,13826,14388,354
633,1/1/2020 12:00:00 AM,1/1/2020 3:59:48 AM,13513,14388,1851
622,1/1/2020 12:00:00 AM,1/1/2020 4:00:24 AM,12729,14424,1802
547,1/1/2020 12:00:00 AM,1/1/2020 4:01:33 AM,12314,14493,1511
104,1/1/2020 12:00:00 AM,1/1/2020 4:02:16 AM,12854,14536,240
552,1/1/2020 12:00:00 AM,1/1/2020 4:02:52 AM,13556,14572,1527
169,1/1/2020 12:00:00 AM,1/1/2020 4:03:53 AM,13712,14633,399
687,1/1/2020 12:00:00 AM,1/1/2020 4:04:15 AM,13008,14655,2127
395,1/1/2020 12:00:00 AM,1/1/2020 4:04:52 AM,13022,14692,995
904,1/1/2020 1:45:30 AM,1/1/2020 4:05:07 AM,6316,8377,616
529,1/1/2020 12:00:00 AM,1/1/2020 4:06:41 AM,13223,14801,1442
500,1/1/2020 12:00:00 AM,1/1/2020 4:07:59 AM,12696,14879,1331
648,1/1/2020 12:00:00 AM,1/1/2020 4:08:02 AM,12397,14882,1924
16,1/1/2020 12:00:00 AM,1/1/2020 4:08:45 AM,14066,14925,37
302,1/1/2020 12:00:00 AM,1/1/2020 4:09:24 AM,14054,14964,734
106,1/1/2020 12:00:00 AM,1/1/2020 4:09:25 AM,13805,14965,244
758,1/1/2020 1:06:58 AM,1/1/2020 4:09:52 AM,8741,10974,742
125,1/1/2020 12:00:00 AM,1/1/2020 4:11:26 AM,14669,15086,287
757,1/1/2020 1:05:40 AM,1/1/2020 4:12:38 AM,9686,11218,707
515,1/1/2020 12:00:00 AM,1/1/2020 4:13:27 AM,13241,15207,1392
250,1/1/2020 12:00:00 AM,1/1/2020 4:13:30 AM,13348,15210,596
402,1/1/2020 12:00:00 AM,1/1/2020 4:14:28 AM,14458,15268,1018
615,1/1/2020 12:00:00 AM,1/1/2020 4:14:29 AM,9227,15269,1780
332,1/1/2020 12:00:00 AM,1/1/2020 4:14:48 AM,14569,15288,818
223,1/1/2020 12:00:00 AM,1/1/2020 4:15:27 AM,13993,15327,532
350,1/1/2020 12:00:00 AM,1/1/2020 4:15:53 AM,13706,15353,871
448,1/1/2020 12:00:00 AM,1/1/2020 4:16:00 AM,7226,15360,1162
391,1/1/2020 12:00:00 AM,1/1/2020 4:17:01 AM,14736,15421,986
206,1/1/2020 12:00:00 AM,1/1/2020 4:17:02 AM,13641,15422,491
404,1/1/2020 12:00:00 AM,1/1/2020 4:17:10 AM,13880,15430,1025
365,1/1/2020 12:00:00 AM,1/1/2020 4:17:48 AM,14050,15468,915
629,1/1/2020 12:00:00 AM,1/1/2020 4:17:56 AM,14311,15476,1832
383,1/1/2020 12:00:00 AM,1/1/2020 4:18:15 AM,9013,15495,962
291,1/1/2020 12:00:00 AM,1/1/2020 4:18:44 AM,13101,15524,709
740,1/1/2020 12:00:00 AM,1/1/2020 4:19:10 AM,12504,15550,2481
360,1/1/2020 12:00:00 AM,1/1/2020 4:20:09 AM,13688,15609,903
848,1/1/2020 1:27:53 AM,1/1/2020 4:20:42 AM,7637,10369,1827
958,1/1/2020 2:10:48 AM,1/1/2020 4:20:44 AM,4965,7796,953
729,1/1/2020 12:00:00 AM,1/1/2020 4:21:05 AM,14763,15665,2403
247,1/1/2020 12:00:00 AM,1/1/2020 4:21:28 AM,14049,15688,587
376,1/1/2020 12:00:00 AM,1/1/2020 4:21:42 AM,14135,15702,941
665,1/1/2020 12:00:00 AM,1/1/2020 4:22:39 AM,13165,15759,2008
381,1/1/2020 12:00:00 AM,1/1/2020 4:23:14 AM,15193,15794,957
154,1/1/2020 12:00:00 AM,1/1/2020 4:23:30 AM,14227,15810,364
53,1/1/2020 12:00:00 AM,1/1/2020 4:23:39 AM,8358,15819,124
9,1/1/2020 12:00:00 AM,1/1/2020 4:23:56 AM,14147,15836,19
148,1/1/2020 12:00:00 AM,1/1/2020 4:24:04 AM,7424,15844,349
128,1/1/2020 12:00:00 AM,1/1/2020 4:24:39 AM,14982,15879,294
393,1/1/2020 12:00:00 AM,1/1/2020 4:25:00 AM,15126,15900,990
661,1/1/2020 12:00:00 AM,1/1/2020 4:25:50 AM,14953,15950,1989
549,1/1/2020 12:00:00 AM,1/1/2020 4:25:55 AM,14256,15955,1515
825,1/1/2020 1:23:37 AM,1/1/2020 4:26:22 AM,9393,10965,1617
686,1/1/2020 12:00:00 AM,1/1/2020 4:26:23 AM,14787,15983,2120
232,1/1/2020 12:00:00 AM,1/1/2020 4:26:36 AM,13600,15996,550
613,1/1/2020 12:00:00 AM,1/1/2020 4:26:40 AM,14407,16000,1772
604,1/1/2020 12:00:00 AM,1/1/2020 4:26:44 AM,12851,16004,1741
777,1/1/2020 1:11:38 AM,1/1/2020 4:27:05 AM,9569,11727,1270
119,1/1/2020 12:00:00 AM,1/1/2020 4:27:23 AM,14972,16043,274
366,1/1/2020 12:00:00 AM,1/1/2020 4:27:30 AM,14829,16050,919
345,1/1/2020 12:00:00 AM,1/1/2020 4:27:34 AM,13726,16054,858
406,1/1/2020 12:00:00 AM,1/1/2020 4:27:51 AM,14470,16071,1032
221,1/1/2020 12:00:00 AM,1/1/2020 4:28:01 AM,13580,16081,527
507,1/1/2020 12:00:00 AM,1/1/2020 4:28:36 AM,14331,16116,1351
631,1/1/2020 12:00:00 AM,1/1/2020 4:29:42 AM,15357,16182,1841
110,1/1/2020 12:00:00 AM,1/1/2020 4:30:08 AM,14801,16208,255
770,1/1/2020 1:08:38 AM,1/1/2020 4:30:19 AM,10548,12101,820
621,1/1/2020 12:00:00 AM,1/1/2020 4:30:29 AM,14804,16229,1800
363,1/1/2020 12:00:00 AM,1/1/2020 4:31:03 AM,15279,16263,911
199,1/1/2020 12:00:00 AM,1/1/2020 4:31:08 AM,12908,16268,474
676,1/1/2020 12:00:00 AM,1/1/2020 4:31:10 AM,15050,16270,2067
284,1/1/2020 12:00:00 AM,1/1/2020 4:32:26 AM,13868,16346,689
440,1/1/2020 12:00:00 AM,1/1/2020 4:33:17 AM,15228,16397,1143
308,1/1/2020 12:00:00 AM,1/1/2020 4:33:29 AM,15356,16409,750
774,1/1/2020 1:10:45 AM,1/1/2020 4:33:44 AM,9816,12179,520
922,1/1/2020 1:54:05 AM,1/1/2020 4:36:06 AM,7616,9721,1614
866,1/1/2020 1:33:16 AM,1/1/2020 4:36:06 AM,9121,10970,2336
646,1/1/2020 12:00:00 AM,1/1/2020 4:36:12 AM,15378,16572,1913
1008,1/1/2020 2:21:46 AM,1/1/2020 4:36:35 AM,4793,8089,1774
426,1/1/2020 12:00:00 AM,1/1/2020 4:37:24 AM,7688,16644,1102
14,1/1/2020 12:00:00 AM,1/1/2020 4:39:36 AM,14608,16776,32
989,1/1/2020 2:17:09 AM,1/1/2020 4:40:07 AM,4753,8578,1554
208,1/1/2020 12:00:00 AM,1/1/2020 4:40:42 AM,16365,16842,496
243,1/1/2020 12:00:00 AM,1/1/2020 4:41:12 AM,14531,16872,578
619,1/1/2020 12:00:00 AM,1/1/2020 4:41:53 AM,10164,16913,1795
710,1/1/2020 12:00:00 AM,1/1/2020 4:42:29 AM,14733,16949,2249
274,1/1/2020 12:00:00 AM,1/1/2020 4:42:52 AM,14615,16972,662
239,1/1/2020 12:00:00 AM,1/1/2020 4:43:07 AM,15606,16987,570
36,1/1/2020 12:00:00 AM,1/1/2020 4:43:19 AM,15717,16999,84
873,1/1/2020 1:37:47 AM,1/1/2020 4:43:45 AM,8697,11158,711
131,1/1/2020 12:00:00 AM,1/1/2020 4:44:21 AM,15171,17061,301
181,1/1/2020 12:00:00 AM,1/1/2020 4:44:36 AM,15991,17076,424
454,1/1/2020 12:00:00 AM,1/1/2020 4:44:39 AM,15797,17079,1186
417,1/1/2020 12:00:00 AM,1/1/2020 4:44:43 AM,16313,17083,1068
703,1/1/2020 12:00:00 AM,1/1/2020 4:45:57 AM,15477,17157,2209
136,1/1/2020 12:00:00 AM,1/1/2020 4:46:00 AM,15275,17160,313
689,1/1/2020 12:00:00 AM,1/1/2020 4:46:05 AM,16350,17165,2139
130,1/1/2020 12:00:00 AM,1/1/2020 4:46:38 AM,15192,17198,298
469,1/1/2020 12:00:00 AM,1/1/2020 4:48:48 AM,16616,17328,1233
692,1/1/2020 12:00:00 AM,1/1/2020 4:49:03 AM,16568,17343,2150
750,1/1/2020 1:03:58 AM,1/1/2020 4:49:13 AM,10531,13515,192
533,1/1/2020 12:00:00 AM,1/1/2020 4:49:28 AM,7455,17368,1455
951,1/1/2020 2:07:53 AM,1/1/2020 4:51:13 AM,6109,9800,684
708,1/1/2020 12:00:00 AM,1/1/2020 4:52:39 AM,14696,17559,2239
734,1/1/2020 12:00:00 AM,1/1/2020 4:52:47 AM,10271,17567,2441
735,1/1/2020 12:00:00 AM,1/1/2020 4:52:47 AM,16006,17567,2449
988,1/1/2020 2:17:09 AM,1/1/2020 4:53:31 AM,6256,9382,1544
568,1/1/2020 12:00:00 AM,1/1/2020 4:53:51 AM,15572,17631,1600
878,1/1/2020 1:39:29 AM,1/1/2020 4:54:11 AM,9598,11682,492
664,1/1/2020 12:00:00 AM,1/1/2020 4:54:21 AM,14625,17661,2004
794,1/1/2020 1:14:23 AM,1/1/2020 4:55:11 AM,9412,13248,1654
806,1/1/2020 1:18:17 AM,1/1/2020 4:58:04 AM,10728,13187,1840
273,1/1/2020 12:00:00 AM,1/1/2020 5:00:05 AM,15971,18005,660
771,1/1/2020 1:08:38 AM,1/1/2020 5:00:20 AM,11882,13902,1128
310,1/1/2020 12:00:00 AM,1/1/2020 5:02:37 AM,16471,18157,755
439,1/1/2020 12:00:00 AM,1/1/2020 5:04:40 AM,16919,18280,1141
271,1/1/2020 12:00:00 AM,1/1/2020 5:05:00 AM,17358,18300,656
155,1/1/2020 12:00:00 AM,1/1/2020 5:05:18 AM,12858,18318,366
582,1/1/2020 12:00:00 AM,1/1/2020 5:06:59 AM,16326,18419,1651
655,1/1/2020 12:00:00 AM,1/1/2020 5:07:18 AM,10902,18438,1961
102,1/1/2020 12:00:00 AM,1/1/2020 5:07:27 AM,16492,18447,236
874,1/1/2020 1:37:57 AM,1/1/2020 5:07:27 AM,10620,12570,2417
42,1/1/2020 12:00:00 AM,1/1/2020 5:07:38 AM,16276,18458,99
657,1/1/2020 12:00:00 AM,1/1/2020 5:07:41 AM,17247,18461,1969
578,1/1/2020 12:00:00 AM,1/1/2020 5:07:46 AM,15631,18466,1633
264,1/1/2020 12:00:00 AM,1/1/2020 5:07:54 AM,16045,18474,634
378,1/1/2020 12:00:00 AM,1/1/2020 5:08:03 AM,16543,18483,946
389,1/1/2020 12:00:00 AM,1/1/2020 5:08:06 AM,17534,18486,981
362,1/1/2020 12:00:00 AM,1/1/2020 5:09:20 AM,12268,18560,908
593,1/1/2020 12:00:00 AM,1/1/2020 5:09:34 AM,17028,18574,1693
30,1/1/2020 12:00:00 AM,1/1/2020 5:09:40 AM,16941,18580,69
767,1/1/2020 1:07:41 AM,1/1/2020 5:09:53 AM,11216,14532,1090
561,1/1/2020 12:00:00 AM,1/1/2020 5:09:59 AM,15844,18599,1564
455,1/1/2020 12:00:00 AM,1/1/2020 5:11:12 AM,17121,18672,1188
526,1/1/2020 12:00:00 AM,1/1/2020 5:11:13 AM,16498,18673,1434
1002,1/1/2020 2:21:20 AM,1/1/2020 5:11:43 AM,6458,10223,72
252,1/1/2020 12:00:00 AM,1/1/2020 5:11:44 AM,17004,18704,603
108,1/1/2020 12:00:00 AM,1/1/2020 5:12:47 AM,16915,18767,251
325,1/1/2020 12:00:00 AM,1/1/2020 5:12:49 AM,17828,18769,795
425,1/1/2020 12:00:00 AM,1/1/2020 5:13:00 AM,16953,18780,1100
606,1/1/2020 12:00:00 AM,1/1/2020 5:13:11 AM,17426,18791,1750
865,1/1/2020 1:33:16 AM,1/1/2020 5:13:19 AM,10283,13203,1218
847,1/1/2020 1:27:53 AM,1/1/2020 5:13:27 AM,9502,13534,386
486,1/1/2020 12:00:00 AM,1/1/2020 5:13:29 AM,17247,18809,1290
438,1/1/2020 12:00:00 AM,1/1/2020 5:14:38 AM,17055,18878,1138
838,1/1/2020 1:26:15 AM,1/1/2020 5:15:00 AM,9274,13725,672
557,1/1/2020 12:00:00 AM,1/1/2020 5:15:08 AM,16599,18908,1543
447,1/1/2020 12:00:00 AM,1/1/2020 5:15:22 AM,10900,18922,1160
372,1/1/2020 12:00:00 AM,1/1/2020 5:15:36 AM,17392,18936,932
430,1/1/2020 12:00:00 AM,1/1/2020 5:16:21 AM,17084,18981,1113
358,1/1/2020 12:00:00 AM,1/1/2020 5:16:24 AM,11055,18984,899
116,1/1/2020 12:00:00 AM,1/1/2020 5:16:54 AM,16916,19014,268
297,1/1/2020 12:00:00 AM,1/1/2020 5:16:56 AM,16370,19016,722
327,1/1/2020 12:00:00 AM,1/1/2020 5:17:00 AM,17811,19020,802
617,1/1/2020 12:00:00 AM,1/1/2020 5:17:45 AM,17491,19065,1790
322,1/1/2020 12:00:00 AM,1/1/2020 5:20:09 AM,17162,19209,787
431,1/1/2020 12:00:00 AM,1/1/2020 5:20:19 AM,17031,19219,1116
722,1/1/2020 12:00:00 AM,1/1/2020 5:21:35 AM,11778,19295,2326
176,1/1/2020 12:00:00 AM,1/1/2020 5:22:23 AM,17513,19343,413
476,1/1/2020 12:00:00 AM,1/1/2020 5:22:36 AM,17445,19356,1253
601,1/1/2020 12:00:00 AM,1/1/2020 5:22:52 AM,16288,19372,1731
92,1/1/2020 12:00:00 AM,1/1/2020 5:22:53 AM,17211,19373,215
224,1/1/2020 12:00:00 AM,1/1/2020 5:23:01 AM,13204,19381,534
697,1/1/2020 12:00:00 AM,1/1/2020 5:23:42 AM,16145,19422,2173
137,1/1/2020 12:00:00 AM,1/1/2020 5:23:50 AM,17500,19430,316
555,1/1/2020 12:00:00 AM,1/1/2020 5:24:45 AM,17982,19485,1537
723,1/1/2020 12:00:00 AM,1/1/2020 5:24:47 AM,16623,19487,2328
719,1/1/2020 12:00:00 AM,1/1/2020 5:27:11 AM,16494,19631,2309
607,1/1/2020 12:00:00 AM,1/1/2020 5:27:18 AM,17934,19638,1752
230,1/1/2020 12:00:00 AM,1/1/2020 5:28:51 AM,17796,19731,546
487,1/1/2020 12:00:00 AM,1/1/2020 5:29:14 AM,17853,19754,1292
565,1/1/2020 12:00:00 AM,1/1/2020 5:30:00 AM,17666,19800,1581
138,1/1/2020 12:00:00 AM,1/1/2020 5:30:18 AM,17865,19818,321
28,1/1/2020 12:00:00 AM,1/1/2020 5:30:32 AM,11323,19832,65
623,1/1/2020 12:00:00 AM,1/1/2020 5:30:41 AM,17437,19841,1804
659,1/1/2020 12:00:00 AM,1/1/2020 5:31:18 AM,17273,19878,1983
480,1/1/2020 12:00:00 AM,1/1/2020 5:31:45 AM,17183,19905,1265
387,1/1/2020 12:00:00 AM,1/1/2020 5:31:50 AM,17829,19910,974
940,1/1/2020 2:01:45 AM,1/1/2020 5:32:25 AM,8428,12640,144
80,1/1/2020 12:00:00 AM,1/1/2020 5:32:34 AM,17096,19954,187
727,1/1/2020 12:00:00 AM,1/1/2020 5:33:37 AM,16927,20017,2376
159,1/1/2020 12:00:00 AM,1/1/2020 5:33:57 AM,13811,20037,376
1066,1/1/2020 2:39:31 AM,1/1/2020 5:35:19 AM,5335,10548,136
304,1/1/2020 12:00:00 AM,1/1/2020 5:38:58 AM,10976,20338,738
506,1/1/2020 12:00:00 AM,1/1/2020 5:40:21 AM,17921,20421,1349
478,1/1/2020 12:00:00 AM,1/1/2020 5:40:25 AM,12843,20425,1259
789,1/1/2020 1:13:44 AM,1/1/2020 5:44:19 AM,14125,16235,866
563,1/1/2020 12:00:00 AM,1/1/2020 5:44:40 AM,17918,20680,1574
711,1/1/2020 12:00:00 AM,1/1/2020 5:46:30 AM,16843,20790,2253
1048,1/1/2020 2:33:38 AM,1/1/2020 5:46:39 AM,6732,11581,2199
1009,1/1/2020 2:21:46 AM,1/1/2020 5:46:51 AM,7324,12305,2099
804,1/1/2020 1:18:14 AM,1/1/2020 5:50:03 AM,14028,16309,1789
822,1/1/2020 1:22:08 AM,1/1/2020 5:51:19 AM,13810,16151,336
567,1/1/2020 12:00:00 AM,1/1/2020 5:51:50 AM,17959,21110,1591
1093,1/1/2020 2:51:11 AM,1/1/2020 5:54:14 AM,5520,10983,1070
1102,1/1/2020 2:54:45 AM,1/1/2020 5:54:43 AM,7404,10798,372
792,1/1/2020 1:14:00 AM,1/1/2020 5:54:57 AM,13415,16857,1601
531,1/1/2020 12:00:00 AM,1/1/2020 5:55:38 AM,14185,21338,1447
68,1/1/2020 12:00:00 AM,1/1/2020 5:56:45 AM,12381,21405,160
309,1/1/2020 12:00:00 AM,1/1/2020 5:58:43 AM,15214,21523,752
768,1/1/2020 1:07:52 AM,1/1/2020 5:59:52 AM,14169,17520,282
658,1/1/2020 12:00:00 AM,1/1/2020 6:00:25 AM,14702,21625,1977
1175,1/1/2020 3:22:15 AM,1/1/2020 6:00:57 AM,4109,9522,1894
800,1/1/2020 1:16:39 AM,1/1/2020 6:02:09 AM,14662,17130,431
266,1/1/2020 12:00:00 AM,1/1/2020 6:02:13 AM,13950,21733,641
107,1/1/2020 12:00:00 AM,1/1/2020 6:03:15 AM,14704,21795,248
827,1/1/2020 1:23:55 AM,1/1/2020 6:03:41 AM,13419,16786,1203
335,1/1/2020 12:00:00 AM,1/1/2020 6:04:01 AM,15636,21841,829
932,1/1/2020 1:59:46 AM,1/1/2020 6:04:52 AM,10858,14706,426
23,1/1/2020 12:00:00 AM,1/1/2020 6:07:36 AM,15167,22056,53
357,1/1/2020 12:00:00 AM,1/1/2020 6:09:20 AM,9476,22160,896
1044,1/1/2020 2:31:24 AM,1/1/2020 6:09:41 AM,8190,13097,618
320,1/1/2020 12:00:00 AM,1/1/2020 6:09:55 AM,15658,22195,782
801,1/1/2020 1:17:37 AM,1/1/2020 6:10:28 AM,14499,17571,1182
